"","Project.Name","Year","Property.Type","Planning.Region","Postal.District","Security","Carpark","Entertainment","Chill.Out","Food.Dining","Family.Friendly","Fitness","Function.Room","Month","Time.Quarter","Floor.No","Age","Tenure_Bin","Latitude","Longitude","No.of.Residents.Million","Age.65.and.above.of.total.residents","Resident.in.Condominiums.and.Other.Apartments.of.total.residents","Condominiums.and.Private.Flats.Households.of.Total.Households","Monthly.Household.Income.8000.and.above.of.Total.Households","Tenants.of.total.households","Uni.Qualification.of.total","CBD.km","childcare.centre.km","community.club.km","elderly.care.centre.km","exercise.facility.km","URA.growth.area.km","hawker.centre.and.market.km","hospital.polyclinic.km","kindergarten.km","library.km","MRT.station.km","park.km","private.school.km","primary.school.km","top.primary.school.km","secondary.school.km","junior.college.km","higher.education.school.km","shopping.mall.km","supermarket.hypermarket.km","bus.stop.km","bus.interchange.km","TransactionPricePerUnit","Area.Sqm.Unit"
"1194","8@WOODLEIGH",2015,"Condominium","Central Region","Macpherson ",0,0,0,0,0,0,0,0,6.66666666666667,10.6666666666667,59.6666666666667,3,1,1.33572743333333,103.869641033333,0.12494,0.176964943,0.066752041,0.035088536,0.240198246,0.186099542,0.202183981,6.09245129533333,0.179982327333333,0.439469107333333,0.531002353,1.33231941133333,3.25664888433333,1.40695632933333,1.19296979766667,0.497242824666667,1.67263254466667,0.421881273666667,0.766782345666667,0.246761528,0.683138743666667,1.659472959,0.557025495333333,0.778135155333333,4.72885243266667,1.66115130766667,0.426764519666667,0.0936139726666667,1.69769834033333,880000,58.6666666666667
"1195","ONE LEICESTER",2015,"Condominium","Central Region","Macpherson ",0,0,0,0,0,0,0,0,11,12,67,7,2,1.3297705,103.8676521,0.12494,0.176964943,0.066752041,0.035088536,0.240198246,0.186099542,0.202183981,5.395553877,0.320614846,0.332724441,0.455696131,1.508834013,3.10671088,0.958107758,1.100605172,0.150260681,1.905228167,0.252303123,0.600694274,0.659619303,0.330756901,1.658456803,0.267397844,0.63263907,4.035919501,1.88580851,0.328166505,0.106265323,2.24709998,1360000,107
"1196","SANT RITZ",2015,"Condominium","Central Region","Macpherson ",0,0,0,0,0,0,0,0,7.32,10.72,24.88,0,1,1.3293961,103.8693764,0.12494,0.176964943,0.066752041,0.035088536,0.240198246,0.186099542,0.202183981,5.424012648,0.132422967,0.448163127,0.584634444,1.328382787,2.915341811,0.882874989,1.289993096,0.34532477,2.101553821,0.217654011,0.41036453,0.464320691,0.517639449,1.845852204,0.449020486,0.814986495,4.08457766,2.073194613,0.435331576,0.067218003,2.396105209,1310713.68,104.6
"1197","BELLA VISTA",2013,"Apartment","North East Region","Macpherson ",0,0,0,0,0,0,0,0,9.5,3.5,45,4,2,1.34417,103.870063,0.12067,0.141708793,0.112704069,0.119213027,0.402184183,0.066275774,0.274180811,6.996610542,0.115692495,0.82642473,0.199276355,1.818853347,3.861783313,1.750078888,1.630596093,0.332101765,0.744300594,0.540848745,0.440948308,0.767378288,0.515158002,1.856534021,0.594610277,0.787304011,4.469330432,0.742344894,0.742344894,0.122750442,0.776814396,1356225,131
"1198","D' ALMIRA",2013,"Apartment","North East Region","Macpherson ",0,0,0,0,0,0,0,0,4.66666666666667,2,34,2,2,1.34500423333333,103.867946433333,0.12067,0.141708793,0.112704069,0.119213027,0.402184183,0.066275774,0.274180811,7.01983509,0.154433045666667,0.781117116666667,0.167449195666667,1.907970116,4.08860507,1.60408026433333,1.52961243933333,0.317031985333333,0.759478169333333,0.702619434333333,0.241413048333333,0.834882641333333,0.391875925,1.68855966833333,0.512938023,0.609055577333333,4.26963699733333,0.779359210666667,0.779359210666667,0.151750498,0.807029690333333,1395000,123
"1199","DAISY LODGE",2013,"Apartment","North East Region","Macpherson ",0,0,0,0,0,0,0,0,8,3,1,27,2,1.3440868,103.8675964,0.12067,0.141708793,0.112704069,0.119213027,0.402184183,0.066275774,0.274180811,6.911413193,0.260025347,0.890094389,0.104989197,1.979524591,4.041941094,1.523904721,1.427509204,0.420962451,0.86579926,0.63443087,0.336029317,0.736254067,0.498525511,1.605271818,0.621535244,0.699838527,4.339694274,0.883508758,0.883508758,0.042864761,0.912096416,770000,64
"1200","BELLA VISTA",2014,"Apartment","North East Region","Macpherson ",0,0,0,0,0,0,0,0,12,8,34,5,2,1.34417,103.870063,0.12067,0.141708793,0.112704069,0.119213027,0.402184183,0.066275774,0.274180811,6.996610542,0.115692495,0.82642473,0.199276355,1.818853347,3.861783313,1.750078888,1.630596093,0.332101765,0.744300594,0.540848745,0.440948308,0.767378288,0.515158002,1.856534021,0.594610277,0.787304011,4.469330432,0.742344894,0.742344894,0.122750442,0.776814396,910000,83
"1201","SOMMERVILLE LOFT",2014,"Apartment","North East Region","Macpherson ",0,0,0,0,0,0,0,0,2.5,5,6.5,11,2,1.3435793,103.8699973,0.12067,0.141708793,0.112704069,0.119213027,0.402184183,0.066275774,0.274180811,6.931857969,0.148029431,0.892217602,0.180084886,1.775834498,3.817767439,1.708241686,1.582804309,0.397038131,0.809529533,0.477447698,0.487010844,0.702239564,0.574539405,1.82411334,0.658305823,0.841122434,4.521463054,0.806510391,0.806510391,0.064467032,0.84126296,1050000,107
"1202","THE SCENIC @ BRADDELL",2014,"Apartment","North East Region","Macpherson ",0,0,0,0,0,0,0,0,5,6,34,4,2,1.343174,103.8689904,0.12067,0.141708793,0.112704069,0.119213027,0.402184183,0.066275774,0.274180811,6.856208881,0.26705298,0.948693866,0.080299478,1.824218692,3.861246568,1.589590863,1.468031406,0.451163272,0.886398698,0.469155706,0.471258222,0.635812479,0.595119859,1.703372773,0.697410107,0.837685209,4.50358255,0.89041732,0.89041732,0.08970178,0.923468983,1650000,143
"1203","BELLA VISTA",2015,"Apartment","North East Region","Macpherson ",0,0,0,0,0,0,0,0,9,11,12,6,2,1.34417,103.870063,0.12067,0.141708793,0.112704069,0.119213027,0.402184183,0.066275774,0.274180811,6.996610542,0.115692495,0.82642473,0.199276355,1.818853347,3.861783313,1.750078888,1.630596093,0.332101765,0.744300594,0.540848745,0.440948308,0.767378288,0.515158002,1.856534021,0.594610277,0.787304011,4.469330432,0.742344894,0.742344894,0.122750442,0.776814396,878000,74
"1204","SERENE VIEW MANSIONS",2013,"Condominium","North East Region","Macpherson ",0,0,0,0,0,0,0,0,12,4,1,29,2,1.346084,103.867647,0.12067,0.141708793,0.112704069,0.119213027,0.402184183,0.066275774,0.274180811,7.127034277,0.131845466,0.684032007,0.291779073,1.787404658,4.199322861,1.61674936,1.60206498,0.269733992,0.686299631,0.76876664,0.117095136,0.884981363,0.281709586,1.724018837,0.411591327,0.484711149,4.149131893,0.714868935,0.714868935,0.26136607,0.738703779,1600000,183
"1205","BURLINGTON SQUARE",2013,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,2.8,1.4,40,15,1,1.3020179,103.852486,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,2.009740114,0.055844167,1.210078881,0.31367046,0.286757524,2.885758187,0.20699043,0.545678908,0.31065695,0.545969491,0.207800387,0.623183117,0.021519264,0.554354193,3.377625924,0.543802947,3.138834057,0.573134936,0.134252093,0.275864915,0.067121284,3.352257985,1059600,69.8
"1206","SULTAN GATE PLACE",2013,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,4,2,45,24,2,1.301148,103.8609397,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,2.182253464,0.324198702,0.347715684,0.511681976,0.054376619,2.865251776,0.394713105,0.403070653,0.38165244,0.853149319,0.484635699,0.270350456,0.109117028,0.530137483,2.431870199,1.383578957,3.565120425,1.082568507,0.518285695,0.586307852,0.036722824,3.714962905,1280000,90
"1207","TEXTILE CENTRE",2013,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,6.25,2.5,11.75,36,1,1.3038694,103.8614647,0.10121,0.171425748,0.165398676,0.155804251,0.2420928,0.262192028,0.213827211,2.476590595,0.099506866,0.265586694,0.293556305,0.339025809,3.17236561,0.280344947,0.549328484,0.105627011,1.076747831,0.407537301,0.080290246,0.199240071,0.48803408,2.42324691,1.52251432,3.260137239,1.291297609,0.441971609,0.514553913,0.072877302,3.466133112,851450,86.25
"1208","THE BENCOOLEN",2013,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,3.6,1.6,17.4,14,1,1.301841,103.8529,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,1.993334513,0.104959439,1.181970175,0.275597433,0.280647195,2.862662848,0.157568637,0.497076364,0.26892572,0.512477528,0.22561899,0.673194165,0.054427966,0.520682433,3.329848486,0.568687974,3.182288876,0.558069215,0.140373997,0.236608471,0.062423105,3.379412021,1499022,92
"1209","THE PLAZA",2013,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,3,1.66666666666667,19.6666666666667,34,1,1.299782,103.860659,0.10121,0.171425748,0.165398676,0.155804251,0.2420928,0.262192028,0.213827211,2.03501948,0.474242244,0.467692703,0.517822478,0.134049556,2.710661731,0.51693087,0.403016048,0.533427873,0.761462714,0.445067128,0.393664995,0.263116646,0.610194585,2.452687505,1.333355571,3.71850431,0.995459833,0.459691859,0.459691859,0.07334522,3.842341699,975000,72.6666666666667
"1210","BURLINGTON SQUARE",2014,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,5.5,6,27.5,16,1,1.3020179,103.852486,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,2.009740114,0.055844167,1.210078881,0.31367046,0.286757524,2.885758187,0.20699043,0.545678908,0.31065695,0.545969491,0.207800387,0.623183117,0.021519264,0.554354193,3.377625924,0.543802947,3.138834057,0.573134936,0.134252093,0.275864915,0.067121284,3.352257985,1330000,99.5
"1211","GOLDEN MILE COMPLEX",2014,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,7,7,7,0,1,1.3028085,103.8652926,0.10121,0.171425748,0.165398676,0.155804251,0.2420928,0.262192028,0.213827211,2.599489863,0.211779203,0.188650703,0.243909397,0.572661042,3.190340185,0.161820513,0.905616748,0.533310746,1.368153526,0.555131209,0.258767556,0.382424053,0.922678194,1.981775918,1.895577607,3.381343149,1.599384174,0,0.727172461,0.052056738,3.775921869,1218000,204
"1212","TEXTILE CENTRE",2014,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,8,7,10,37,1,1.3038694,103.8614647,0.10121,0.171425748,0.165398676,0.155804251,0.2420928,0.262192028,0.213827211,2.476590595,0.099506866,0.265586694,0.293556305,0.339025809,3.17236561,0.280344947,0.549328484,0.105627011,1.076747831,0.407537301,0.080290246,0.199240071,0.48803408,2.42324691,1.52251432,3.260137239,1.291297609,0.441971609,0.514553913,0.072877302,3.466133112,760000,82
"1213","THE BENCOOLEN",2014,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,9,7,64.5,15,1,1.301841,103.8529,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,1.993334513,0.104959439,1.181970175,0.275597433,0.280647195,2.862662848,0.157568637,0.497076364,0.26892572,0.512477528,0.22561899,0.673194165,0.054427966,0.520682433,3.329848486,0.568687974,3.182288876,0.558069215,0.140373997,0.236608471,0.062423105,3.379412021,1335000,89.5
"1214","THE PLAZA",2014,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,7,7,21,35,1,1.299782,103.860659,0.10121,0.171425748,0.165398676,0.155804251,0.2420928,0.262192028,0.213827211,2.03501948,0.474242244,0.467692703,0.517822478,0.134049556,2.710661731,0.51693087,0.403016048,0.533427873,0.761462714,0.445067128,0.393664995,0.263116646,0.610194585,2.452687505,1.333355571,3.71850431,0.995459833,0.459691859,0.459691859,0.07334522,3.842341699,745000,63
"1215","BURLINGTON SQUARE",2015,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,3.5,9.5,66.5,17,1,1.3020179,103.852486,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,2.009740114,0.055844167,1.210078881,0.31367046,0.286757524,2.885758187,0.20699043,0.545678908,0.31065695,0.545969491,0.207800387,0.623183117,0.021519264,0.554354193,3.377625924,0.543802947,3.138834057,0.573134936,0.134252093,0.275864915,0.067121284,3.352257985,1304500,90.5
"1216","GOLDEN MILE COMPLEX",2015,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,4,10,7,0,1,1.3028085,103.8652926,0.10121,0.171425748,0.165398676,0.155804251,0.2420928,0.262192028,0.213827211,2.599489863,0.211779203,0.188650703,0.243909397,0.572661042,3.190340185,0.161820513,0.905616748,0.533310746,1.368153526,0.555131209,0.258767556,0.382424053,0.922678194,1.981775918,1.895577607,3.381343149,1.599384174,0,0.727172461,0.052056738,3.775921869,1400000,204
"1217","MIN YUAN",2015,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,10,12,34,26,2,1.298864,103.851531,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,1.656566083,0.233752649,1.411961902,0.087011539,0.292374688,2.549635647,0.373136585,0.693561558,0.570377567,0.34088989,0.18670519,0.458500337,0.049260317,0.820831058,3.466890587,0.313988378,3.367825727,0.23455332,0.283492541,0.495108414,0.140453877,3.683672907,2100000,135
"1218","TANQUEELAN SUITES",2015,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,6,10,23,10,2,1.2981813,103.8568767,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.692062842,0.18858777,0.906386353,0.442465339,0.020937902,2.462124663,0.445540033,0.336686956,0.501792983,0.305906194,0.227422228,0.63691097,0.048409717,0.640274326,2.873256751,0.912440204,3.775027033,0.54051443,0.154422694,0.268963013,0.095642347,3.874054535,1200000,73
"1219","TEXTILE CENTRE",2015,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,6.2,10.4,9.8,38,1,1.3038694,103.8614647,0.10121,0.171425748,0.165398676,0.155804251,0.2420928,0.262192028,0.213827211,2.476590595,0.099506866,0.265586694,0.293556305,0.339025809,3.17236561,0.280344947,0.549328484,0.105627011,1.076747831,0.407537301,0.080290246,0.199240071,0.48803408,2.42324691,1.52251432,3.260137239,1.291297609,0.441971609,0.514553913,0.072877302,3.466133112,783580,85.8
"1220","THE 101",2015,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,8,11,34,29,2,1.2976764,103.8570176,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.645685993,0.136260015,0.926723663,0.391499596,0.037259539,2.40804442,0.497335997,0.390535515,0.559723999,0.308378318,0.284855586,0.591307688,0.011250718,0.695925485,2.859833541,0.93458844,3.82851935,0.543535703,0.14011047,0.325996533,0.083920755,3.932224762,1500240,78
"1221","THE BENCOOLEN",2015,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,6,10.5,7.5,16,1,1.301841,103.8529,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,1.993334513,0.104959439,1.181970175,0.275597433,0.280647195,2.862662848,0.157568637,0.497076364,0.26892572,0.512477528,0.22561899,0.673194165,0.054427966,0.520682433,3.329848486,0.568687974,3.182288876,0.558069215,0.140373997,0.236608471,0.062423105,3.379412021,1275000,87.5
"1222","THE PLAZA",2015,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,5.6,10.4,19.2,36,1,1.299782,103.860659,0.10121,0.171425748,0.165398676,0.155804251,0.2420928,0.262192028,0.213827211,2.03501948,0.474242244,0.467692703,0.517822478,0.134049556,2.710661731,0.51693087,0.403016048,0.533427873,0.761462714,0.445067128,0.393664995,0.263116646,0.610194585,2.452687505,1.333355571,3.71850431,0.995459833,0.459691859,0.459691859,0.07334522,3.842341699,691000,64.2
"1223","WATERLOO APARTMENTS",2015,"Apartment","Central Region","Middle Road ",0,0,0,0,0,0,0,0,6,10,23,26,2,1.299071,103.851722,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,1.679773989,0.254384798,1.384734475,0.0798721,0.302972628,2.569586451,0.342071423,0.665436715,0.539155295,0.334290719,0.213881916,0.489768504,0.041624773,0.805267396,3.445636623,0.335702175,3.359679284,0.251063104,0.292226919,0.467759408,0.110989525,3.663497021,1650000,126
"1224","111 EMERALD HILL",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,9.33333333333333,3.66666666666667,44.6666666666667,2,2,1.305099,103.8391989,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,2.715664249,0.466269482,0.586281441,0.917573199,0.351823223,3.649093672,0.786659866,0.426937483,1.015216624,0.525478399,0.516565564,0.828036638,0.261012531,0.540309621,3.713231458,1.261889237,2.206060683,1.711653769,0.325971809,0.537541427,0.393220756,3.108114068,4903741.33333333,197
"1225","8 RODYK",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,6,2.5,56,2,2,1.2905897,103.8379777,0.00272,0.080882353,0.941176471,1,0.631578947,0.357142857,0.695718654,1.671826054,0.385563674,0.815493112,0.389938001,0.742607121,2.456711351,0.340375942,1.22503708,0.582785737,0.974905655,0.585369843,0.418782108,0.229531653,0.412476539,2.29729659,0.463586654,3.787824213,1.729149493,0.455446439,0.542939655,0.201471154,2.487326146,1836550,86
"1226","ASPEN LINQ",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,1,1,66,0,2,1.2953011,103.8399533,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,1.796975465,0.24696771,1.203173054,0.880729336,0.665073296,2.687137123,0.784367961,1.199508182,1.149857912,0.565638115,0.587306914,0.604130734,0.270665616,0.436547142,2.838535911,1.026361056,3.292101536,1.374099291,0.413982393,0.289550509,0.067337487,2.915603039,1350000,66
"1227","ATTITUDE AT KIM YAM",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,5,2,1,2,2,1.2956288,103.8387918,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,1.915666447,0.287220645,1.115759366,0.91757235,0.67737792,2.795902957,0.830505512,1.116179085,1.084713732,0.539558512,0.537317055,0.527117453,0.319562907,0.338331018,2.789542627,1.029582158,3.239239898,1.498674267,0.518298726,0.218014802,0.076102065,2.823529826,968000,50
"1228","CAVENAGH GARDENS",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,6.75,2.75,34,0,2,1.305061825,103.841170375,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,2.60877675175,0.60171885575,0.6414773025,0.7082069485,0.37975622325,3.5471968165,0.81503501025,0.6470606415,1.00436337975,0.543344419,0.58143285625,0.703424857,0.27647625525,0.48987558,3.81418135875,1.0818427235,2.26093130975,1.528187237,0.37633394475,0.6334186035,0.473572618,3.05397117275,1577500,115.25
"1229","DELFI ORCHARD",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,1,1,2,28,2,1.307238,103.828526,0.00092,0.163043478,0.902173913,0,0,0,0,3.632735507,0.062517139,1.207241459,1.794683156,0.009212217,4.516684073,1.330108568,0.797542672,0.636483042,1.462034962,0.47104353,1.430089772,0.009212217,1.450624251,2.730523548,0.499756137,2.083530646,2.875514444,0,0.045071276,0.030629087,3.052395865,2700000,109
"1230","ESTILO",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,4,1.71428571428571,15.1428571428571,3,2,1.30275284285714,103.847456742857,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,2.134874614,0.12557583,1.22370723028571,0.0383727977142857,0.240059881428571,3.06407458485714,0.517255747285714,0.875016628428572,0.833569711857143,0.896345604285714,0.469336176,0.193699453428571,0.146197654571429,0.195521994,3.92721583771429,0.448903168,2.76649029885714,0.840447382428571,0.353284865571429,0.353357921142857,0.284518816142857,3.225703768,978000,53
"1231","FERRA",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,5.33333333333333,2,51,0,1,1.299498,103.8323176,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,2.741907979,0.076990224,1.103610657,1.019091642,0.417486672,3.595437297,0.803745813,0.706256182,0.424060432,0.833488646,0.44398064,0.794895319,0.55865104,0.762354177,2.841407554,1.406120826,2.813022821,2.232228679,0.418200564,0.432142045,0.261823806,2.551221408,2712815,78
"1232","HELIOS RESIDENCES",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,5.25,2,14.5,2,2,1.3068572125,103.83798415,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,2.952308176375,0.4468395455,0.403838045875,1.112032822375,0.46112695175,3.884968580375,0.61224486925,0.351950486875,0.864136129875,0.743476194625,0.635054011625,0.845894224375,0.457101301375,0.474514837125,3.66995516,1.138673681,1.9918344195,1.93235529475,0.420364209875,0.588375006,0.510525379,2.968428270375,4492363.75,123.5
"1233","HIJAUAN",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,9.85714285714286,3.64285714285714,31.4285714285714,0,2,1.3036062,103.8412803,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,2.4588971,0.61798928,0.795910678,0.655647734,0.247585864,3.39611129,0.974362155,0.678650212,1.165344065,0.394686249,0.451602567,0.559554289,0.160316591,0.535022774,3.680962804,0.977502836,2.41950093,1.427455867,0.24224577,0.531098964,0.322115862,3.20817358,2133928.57142857,108.214285714286
"1234","ILLUMINAIRE ON DEVONSHIRE",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,7.8,3,15.8,2,2,1.298982,103.837025,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,2.316577727,0.278004869,1.24857145,1.199524647,0.450625997,3.209544268,0.982068708,0.701711142,0.920947486,0.341733473,0.248448817,0.719207914,0.139633486,0.569892449,2.999873265,1.300462846,2.851813648,1.705395455,0.183137792,0.183137792,0.185721875,2.884514005,1526000,60.2
"1235","LEONIE HILL RESIDENCES",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,7,2.5,17,8,2,1.2973204,103.833397,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,2.498949986,0.305609359,0.898707022,0.869516693,0.430838753,3.338856873,0.604475311,0.888584639,0.485246522,0.785365143,0.293452614,0.526482468,0.53884939,0.497641992,2.658075113,1.268194246,3.04095419,2.093453743,0.439041341,0.397797557,0.110027814,2.46042457,2295000,106
"1236","LEONIE PARC VIEW",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,2,1,5,4,2,1.298893,103.834251,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,2.533872201,0.297755473,1.095332821,1.066445969,0.394619108,3.399845482,0.802677092,0.697815208,0.627221081,0.634632497,0.473074184,0.676091186,0.368196222,0.598684801,2.85583628,1.410064932,2.86066659,2.01048067,0.398877595,0.416379076,0.271109147,2.64984139,4850000,187
"1237","LEONIE SUITES",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,4.57142857142857,2,25.8571428571429,7,1,1.2986567,103.8315876,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,2.749010337,0.085736861,1.000422999,0.902004536,0.538907128,3.586374768,0.701934582,0.827555622,0.358435729,0.929011791,0.493739078,0.746331669,0.657315489,0.743190542,2.727327877,1.343544873,2.916804347,2.302844512,0.540662719,0.521402965,0.140488817,2.427477382,1466142.85714286,70.4285714285714
"1238","LIV ON SOPHIA",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,6.35714285714286,2.32142857142857,29.5,0,2,1.301109,103.848224,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,1.939238203,0.173546601,1.371362475,0.223221381,0.092621984,2.865903653,0.621917506,1.012125049,0.795080948,0.784211138,0.352273617,0.385503002,0.092621984,0.38639541,3.842288464,0.250220184,2.967514748,0.646712727,0.16329761,0.351490884,0.17823034,3.408848223,1355035.71428571,51.3928571428571
"1239","LLOYD SIXTYFIVE",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,1,1,39.25,0,2,1.2974999,103.8391715,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,2.033298248,0.075722086,1.280520834,1.060779794,0.47145711,2.934649154,1.031808568,0.942070589,1.125802962,0.327709233,0.333892584,0.555040721,0.366895442,0.512430319,2.983862988,1.072967932,3.038333293,1.451916679,0.337518482,0.052694941,0.172271946,2.973309277,3725950,161
"1240","LUCKY PLAZA",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,1,1,14,32,2,1.3045649,103.8339296,0.00092,0.163043478,0.902173913,0,0,0,0,3.007264744,0.173149371,0.850400243,1.480580516,0.121170787,3.911703204,1.042719156,0.169533053,0.635269287,0.796269302,0.227334944,1.249762092,0.298996962,0.990075124,3.396328678,0.966611868,2.23503473,2.205923492,0,0.188246656,0.081501207,3.101918531,1700000,77
"1241","LUMA",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,4.57142857142857,2,23.2857142857143,2,2,1.2964739,103.8342364,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,2.368087806,0.400237901,0.849714552,0.860820058,0.404891411,3.206393221,0.570187956,0.96334043,0.572449103,0.752503534,0.211687035,0.411017996,0.536013155,0.365747647,2.610701053,1.150525483,3.128817734,1.999871332,0.40397463,0.365348833,0.122909914,2.467858261,1924714.28571429,90.4285714285714
"1242","MACKENZIE REGENCY",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,3,1,3,6,2,1.304716,103.849563,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,2.315393106,0.199615611,0.947304107,0.346627286,0.155701695,3.225322419,0.199702812,0.721431097,0.52595326,0.962044749,0.181553815,0.235052793,0.185603549,0.399193889,3.669897318,0.651443051,2.705339664,0.919759873,0.190733967,0.190706031,0.16740141,3.016082379,1485000,101
"1243","MAKEWAY VIEW",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,4,2,12,24,2,1.3127907,103.8416272,0.04799,0.152948531,0.367784955,0.351351351,0.393371474,0.183270862,0.347380541,3.383314604,0.327886566,0.403791017,0.971672582,0.29478123,4.321767549,0.25547161,0.627908696,0.169772332,1.390936636,0.414012418,0.180767351,0.29478123,0.371294612,3.097220081,0.965391516,1.478588778,2.123437787,0.559848502,0.559848502,0.111843988,2.212980488,2860000,135
"1244","MARTIN NO 38",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,4.44444444444444,1.77777777777778,35.1111111111111,2,2,1.2921219,103.8380002,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,1.751423751,0.351701795,0.855678667,0.548787649,0.719295306,2.569354521,0.482313746,1.39485923,0.743080268,0.938425666,0.567751904,0.347947512,0.143544311,0.274157503,2.42756089,0.631118574,3.618470986,1.66565875,0.422738642,0.521281079,0.346515279,2.558447635,2923555.55555556,103.111111111111
"1245","MOUNT SOPHIA SUITES",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,11,4,45,3,2,1.3020884,103.84719,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,2.069437871,0.167953691,1.301498851,0.077751288,0.224335492,3.001092517,0.592211709,0.946819046,0.897813269,0.848689817,0.41998722,0.269110017,0.211680678,0.231078498,3.932286485,0.391408531,2.817662577,0.804753727,0.283956198,0.283956198,0.314974968,3.299661978,1090000,51
