"","Project.Name","Year","Property.Type","Planning.Region","Postal.District","Security","Carpark","Entertainment","Chill.Out","Food.Dining","Family.Friendly","Fitness","Function.Room","Month","Time.Quarter","Floor.No","Age","Tenure_Bin","Latitude","Longitude","No.of.Residents.Million","Age.65.and.above.of.total.residents","Resident.in.Condominiums.and.Other.Apartments.of.total.residents","Condominiums.and.Private.Flats.Households.of.Total.Households","Monthly.Household.Income.8000.and.above.of.Total.Households","Tenants.of.total.households","Uni.Qualification.of.total","CBD.km","childcare.centre.km","community.club.km","elderly.care.centre.km","exercise.facility.km","URA.growth.area.km","hawker.centre.and.market.km","hospital.polyclinic.km","kindergarten.km","library.km","MRT.station.km","park.km","private.school.km","primary.school.km","top.primary.school.km","secondary.school.km","junior.college.km","higher.education.school.km","shopping.mall.km","supermarket.hypermarket.km","bus.stop.km","bus.interchange.km","TransactionPricePerUnit","Area.Sqm.Unit"
"1246","NEWTON EDGE",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,3.75,1.75,42.5,2,2,1.3126245,103.84199675,0.04799,0.152948531,0.367784955,0.351351351,0.393371474,0.183270862,0.347380541,3.352739829,0.34029307575,0.42472742125,0.936713885,0.27447851325,4.29071572,0.29261571625,0.58324297025,0.2089532265,1.3795631115,0.45436806925,0.13847593675,0.27447851325,0.358602559,3.0943059415,1.007297242,1.514089308,2.08547080075,0.5628144395,0.5628144395,0.14085484275,2.2187593995,1108750,52.5
"1247","NOMU",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,12,4,55,4,2,1.299716,103.846667,0.00038,0.105263158,0.921052632,0,0,0,0,1.830336742,0.091921384,1.464015669,0.344127215,0.138207451,2.767362044,0.837909603,1.196500932,1.000686721,0.773123085,0.155269314,0.17558389,0.280149302,0.463213486,3.69713479,0.244442531,3.029603184,0.69271998,0.113779206,0.200405708,0.086746455,3.564009325,1100000,44
"1248","ORCHARD TOWERS",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,8,3,9,38,2,1.307565,103.829476,0.00092,0.163043478,0.902173913,0,0,0,0,3.58570724,0.09813859,1.095553059,1.832938602,0.120040143,4.477538293,1.218880008,0.710655067,0.671041209,1.393167766,0.419505865,1.521793706,0.101744698,1.340397597,2.799552531,0.464356366,2.011983806,2.794183307,0.095820856,0.104536179,0.129245046,3.129921684,3e+06,183
"1249","OXLEY EDGE",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,5.18604651162791,2.32558139534884,22.4883720930233,0,2,1.2957526,103.8410911,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,1.746384855,0.169077627,1.2407324,0.930780335,0.610221664,2.652900235,0.844337896,1.215739065,1.249012954,0.536194326,0.511243392,0.495250646,0.265195188,0.572714494,2.957203959,0.917300821,3.2640939,1.242632969,0.417062149,0.334733235,0.168828352,3.050365517,1092416.27906977,54.5813953488372
"1250","PACIFIC MANSION",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,4,1.75,20,0,2,1.2943922,103.83689285,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,1.99350195525,0.50065905425,0.864436985,0.827280343,0.575732943,2.83446060675,0.67457731325,1.1986126115,0.90267987375,0.7384038555,0.3708586385,0.276123561,0.351404195,0.087626428,2.55626088675,0.875517598,3.35974754625,1.72579176575,0.5503135915,0.40872499225,0.17797395725,2.57165570225,1987500,138
"1251","PARC CENTENNIAL",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,5.66666666666667,2.22222222222222,12.4444444444444,2,2,1.313173,103.8438558,0.04799,0.152948531,0.367784955,0.351351351,0.393371474,0.183270862,0.347380541,3.352492654,0.242433371,0.631612076,0.720833147,0.397768833,4.285588556,0.506506959,0.436491466,0.194254315,1.489338868,0.656503458,0.112395688,0.397768833,0.496655368,2.948973551,1.124330511,1.572651431,2.034318363,0.474960668,0.474960668,0.238718738,2.110365098,1844444.44444444,117.333333333333
"1252","PARC SOPHIA",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,5.6,2.4,23,2,2,1.30161277,103.8476839,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,2.0059600105,0.1529030278,1.3348790734,0.1450623576,0.1556420259,2.9354320963,0.6027097468,1.0033855647,0.8469193761,0.8571792795,0.3949963488,0.3216611646,0.1556420259,0.3056539996,3.9059800673,0.3214351474,2.8899111742,0.7286291691,0.2409474794,0.3085989827,0.2465278009,3.3522533348,1079200,54.8
"1253","PATERSON LINC",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,8.5,3,65,3,2,1.3030533,103.8300825,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,3.187067808,0.390205093,1.275047138,1.339265219,0.238914297,4.053409918,1.194682713,0.6293077,0.201998654,1.115931501,0.146912105,1.256247975,0.403351589,1.228236581,3.146261247,0.969422892,2.471608342,2.555803938,0.205783015,0.431264761,0.039620512,2.7224597,2555000,95
"1254","PEACE CENTRE/MANSIONS",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,6,2.5,5.5,36,1,1.3015093,103.8489426,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,1.969967514,0.263757077,1.309647307,0.247849419,0.027427228,2.89023943,0.550208113,0.932818122,0.709019583,0.743445312,0.359008433,0.370324107,0.027427228,0.410850297,3.765541358,0.2898746,2.967845752,0.630609144,0.159009798,0.438545776,0.110535138,3.367139411,1662500,230
"1255","RE CHARGE @ 303",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,1,1,33.5,0,2,1.2956737,103.839086,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,1.895130502,0.27660892,1.145213846,0.920682047,0.660703472,2.779215544,0.831077672,1.123161904,1.11681963,0.529097936,0.53401989,0.556758138,0.316218226,0.368404582,2.812847028,1.040967934,3.238100294,1.465615976,0.501761052,0.216968325,0.046538058,2.853969765,2706000,112.5
"1256","RESIDENCES @ KILLINEY",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,5,2,42.2,1,2,1.296849,103.837996,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,2.072897399,0.21111462,1.135914757,1.062079483,0.601922698,2.95683697,0.907674038,0.959391055,0.991006846,0.43938687,0.409236789,0.558736135,0.381478716,0.378490072,2.85146066,1.15182212,3.095711534,1.581002788,0.408597495,0.11426504,0.183608444,2.824754329,3191400,136.2
"1257","RESIDENCES AT EMERALD HILL",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,7.5,2.75,50,2,2,1.3053096,103.8394396,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,2.722638297,0.499406357,0.56509972,0.898890795,0.371328805,3.657218879,0.762942449,0.454417449,0.987665656,0.54632591,0.543247404,0.830359306,0.275463837,0.507604706,3.746204991,1.252605861,2.188233182,1.701824899,0.361366454,0.568591514,0.428296729,3.07785317,4672411.25,154
"1258","RHAPSODY ON MOUNT ELIZABETH",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,6,2,66,3,2,1.3067792,103.8359694,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,3.065078376,0.348596821,0.516252276,1.317123825,0.339035554,3.989611676,0.711807373,0.199933925,0.962025812,0.823989607,0.511347921,1.018343258,0.261658723,0.670501558,3.472299817,0.952146124,1.982577992,2.115353635,0.24080598,0.368423005,0.319455044,3.063984492,2500000,97
"1259","RIVERSIDE 48",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,6,2,67,13,2,1.2912223,103.8397071,0.00272,0.080882353,0.941176471,1,0.631578947,0.357142857,0.695718654,1.537300585,0.181458776,0.954632199,0.427404281,0.543981655,2.363885448,0.332793998,1.302985669,0.737792022,0.881482551,0.568347024,0.558306743,0.116742174,0.482644525,2.480368733,0.598707437,3.736716754,1.524765866,0.250634683,0.347154108,0.205790695,2.692065753,1550000,84
"1260","ROBERTSON EDGE",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,6.5,2.5,50,5,2,1.292946,103.8404631,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,1.57995696,0.132911421,1.024772691,0.628403154,0.485573206,2.448080084,0.526380386,1.46130927,0.943777217,0.830257293,0.458665107,0.495646101,0.090677731,0.476492814,2.676909119,0.806960991,3.558965666,1.376712221,0.178096513,0.262210258,0.089769104,2.845357694,920000,42
"1261","RV POINT",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,12,4,55,0,2,1.29397,103.8422705,0.00272,0.080882353,0.941176471,1,0.631578947,0.357142857,0.695718654,1.511533037,0.070972833,1.004271972,0.727874949,0.374999243,2.415586947,0.687744079,1.452990965,1.15240879,0.76595192,0.290231147,0.309985012,0.189559716,0.665813646,2.897795563,0.902011067,3.484293044,1.15085344,0.218222092,0.206343305,0.014859124,3.075696055,9e+05,39
"1262","SAM KIANG MANSIONS",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,1,1,10,14,2,1.298078,103.8355074,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,2.369104546,0.431171174,1.073787629,1.086696119,0.490988351,3.239422669,0.797426751,0.777348043,0.732010777,0.53794577,0.433390696,0.584310441,0.308717304,0.471742586,2.832730298,1.295804639,2.947413236,1.862869638,0.359496653,0.359496653,0.25722407,2.691063753,2020000,112
"1263","SOPHIA 98",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,6,2,34,11,2,1.3022106,103.847076,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,2.085564326,0.166981587,1.282941685,0.063881167,0.24149147,3.017649197,0.590265328,0.932823402,0.907141263,0.839470818,0.428981228,0.25745422,0.213401146,0.212870102,3.934314314,0.409155944,2.799795282,0.823320171,0.281997168,0.281997168,0.331835267,3.286291001,1530000,90
"1264","SUITES AT ORCHARD",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,5.5,2.5,12.5,0,1,1.3000396,103.8464521,0.00038,0.105263158,0.921052632,0,0,0,0,1.871687575,0.074178175,1.420917227,0.313395283,0.162771071,2.809073411,0.823352626,1.174081539,1.013681327,0.746567455,0.17836037,0.198615049,0.302134353,0.42471301,3.707504974,0.280951343,2.987074019,0.730711895,0.149720232,0.162949515,0.116105471,3.528879695,1555000,80.5
"1265","TOWNHOUSE APARTMENTS",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,6,2,23,0,1,1.309161,103.842601,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,2.96732802,0.330313884,0.432003543,0.867586085,0.132725555,3.906199329,0.488462938,0.498126469,0.582067958,1.022848578,0.645083755,0.365484733,0.132725555,0.140583531,3.412459356,1.325319407,1.888334617,1.73328766,0.854299085,0.925356701,0.20740979,2.574683521,2450000,220
"1266","VIVACE",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,5.72727272727273,2.27272727272727,33,1,2,1.2929274,103.8406855,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,1.559551198,0.118381086,1.007117376,0.629271763,0.461548893,2.430582281,0.527683705,1.47298952,0.955493684,0.835024484,0.433845974,0.470983513,0.115254486,0.501097112,2.692284368,0.816965163,3.564885858,1.3539106,0.15676316,0.238273917,0.070384186,2.866965654,1181000,48.6363636363636
"1267","WHARTON VALE",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,3,1,23,12,2,1.3019433,103.8482063,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,2.03061858,0.218094918,1.282632471,0.153257118,0.118173196,2.956089128,0.540634006,0.974112771,0.785678101,0.837829964,0.434253914,0.295349886,0.118173196,0.317245104,3.851092611,0.341499613,2.885441571,0.718210082,0.236449981,0.375391375,0.205506371,3.316264485,1100000,58
"1268","WILKIE 80",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,7.25,2.75,34,3,2,1.303097,103.847674,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,2.167410097,0.094689891,1.179445513,0.071241948,0.252240952,3.094768316,0.472854923,0.839298247,0.788400062,0.931072186,0.424128861,0.157278282,0.11047787,0.195905013,3.884858559,0.478951246,2.74482997,0.856028526,0.376898004,0.397076746,0.256165935,3.187520345,1018125,50.75
"1269","WILKIE 87",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,9,3.25,28.5,9,2,1.3032654,103.8470278,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,2.200716248,0.052456175,1.189340938,0.054154403,0.31386573,3.131616488,0.51315811,0.815693669,0.816869578,0.869957904,0.451678807,0.145102954,0.179647165,0.123651928,3.882002378,0.518526192,2.693748933,0.914682486,0.363805687,0.363805687,0.327883187,3.169377772,1407500,120.25
"1270","WILKIE STUDIO",2013,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,5.5,2.5,17.5,3,2,1.3032631,103.8474374,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,2.19071228,0.082677683,1.171781321,0.064065118,0.282981002,3.119298091,0.478781243,0.818412759,0.788849253,0.912443138,0.423522706,0.137099415,0.134111897,0.164320938,3.872323645,0.503619376,2.715876435,0.886487509,0.392169536,0.392169536,0.282304029,3.169100841,2105000,152
"1271","111 EMERALD HILL",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,1,5,34,3,2,1.305099,103.8391989,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,2.715664249,0.466269482,0.586281441,0.917573199,0.351823223,3.649093672,0.786659866,0.426937483,1.015216624,0.525478399,0.516565564,0.828036638,0.261012531,0.540309621,3.713231458,1.261889237,2.206060683,1.711653769,0.325971809,0.537541427,0.393220756,3.108114068,5508640,228
"1272","8 RODYK",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,6,6,55,3,2,1.2905897,103.8379777,0.00272,0.080882353,0.941176471,1,0.631578947,0.357142857,0.695718654,1.671826054,0.385563674,0.815493112,0.389938001,0.742607121,2.456711351,0.340375942,1.22503708,0.582785737,0.974905655,0.585369843,0.418782108,0.229531653,0.412476539,2.29729659,0.463586654,3.787824213,1.729149493,0.455446439,0.542939655,0.201471154,2.487326146,1480000,67
"1273","CAIRNHILL ASTORIA",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,9,7,12,31,2,1.3070489,103.839444,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,2.892058572,0.374823635,0.373784664,0.975961687,0.441762316,3.829039113,0.569977852,0.503864666,0.797593005,0.738981031,0.6369257,0.726263647,0.441762316,0.342397545,3.774334208,1.275263293,1.999538094,1.814898803,0.518260321,0.7264212,0.556208062,2.893802422,1600000,90
"1274","CAIRNHILL RESIDENCES",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,8,7,35.3333333333333,5,2,1.30783533333333,103.838959266667,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,2.994413436,0.303953404666667,0.282872642333333,1.06662137166667,0.419586556,3.931199189,0.485975345666667,0.504023705,0.726346636,0.830438667,0.539577190666667,0.692955853333333,0.354912980333333,0.323836749666667,3.71029612166667,1.19192021633333,1.90308891,1.911771219,0.563827641666667,0.721242800666667,0.453836593,2.82897453133333,2323333.33333333,102.666666666667
"1275","CAVENAGH COURT",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,9,7.25,43.75,0,2,1.309928,103.843172,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,3.027779372,0.367780058,0.476590538,0.905834755,0.140201475,3.96525255,0.487705543,0.414798276,0.530795954,1.123962684,0.644331945,0.274199719,0.140201475,0.207113686,3.309178387,1.317708604,1.83967484,1.764096695,0.835117204,0.835117204,0.127250341,2.478321538,2422500,171
"1276","CAVENAGH GARDENS",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,6,6,23,0,2,1.30552,103.840513,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,2.686787338,0.54527033,0.567377679,0.794874625,0.401829582,3.624415657,0.749671362,0.575227884,0.952665036,0.574805878,0.595700548,0.78162883,0.296012145,0.44680011,3.82255977,1.170685493,2.192336861,1.617233234,0.39994083,0.64099572,0.492764233,3.022349318,1630000,144
"1277","CENTREPOINT",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,12,8,63,31,1,1.3019644,103.8398145,0.00092,0.163043478,0.902173913,0,0,0,0,2.383324329,0.426018939,0.938569025,0.817504895,0.006370501,3.311765723,1.134958604,0.604301434,1.194545452,0.174204449,0.20748284,0.538776659,0.10611326,0.728156977,3.44090041,1.046489767,2.56050397,1.490407282,0.002300793,0.29086619,0.142908358,3.335734831,2600500,69
"1278","ESTILO",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,6,6,28.5,4,2,1.3027777,103.8474378,0.01459,0.189856066,0.137765593,0.151417158,0.240251094,0.189081225,0.194479615,2.138011054,0.122112126,1.221880094,0.03599505,0.243480682,3.067288307,0.516655983,0.872100241,0.832488625,0.895131935,0.468099132,0.190944511,0.146893913,0.192154956,3.924958321,0.452179006,2.763059732,0.843917437,0.353642547,0.353642547,0.286104083,3.222953614,895000,48.5
"1279","HELIOS RESIDENCES",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,6.28571428571429,6.42857142857143,18.4285714285714,2.78571428571429,2,1.30686015714286,103.838030657143,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,2.94997038585714,0.444136352428571,0.402272284857143,1.10744262414286,0.46370232,3.88278855714286,0.610634889714286,0.356447042428571,0.861961382714286,0.742463569285714,0.634844119,0.842120796,0.456426225,0.470226067714286,3.67450121985714,1.14308490657143,1.99223001557143,1.92831130985714,0.423945529142857,0.593516541857143,0.511610202428571,2.96627350185714,4418071.42857143,148.428571428571
"1280","HIGH POINT",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,5,6,5,40,2,1.3080345,103.8354107,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,3.215323025,0.291450971,0.468376412,1.426798112,0.37795155,4.140913689,0.640690563,0.327502589,0.904330191,0.975637477,0.541990143,0.993342834,0.21303956,0.681870788,3.355199449,0.824829178,1.842837673,2.242582642,0.200570809,0.380211168,0.266870172,2.966088187,4350000,272
"1281","HIJAUAN",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,3.8,5.6,27.4,0,2,1.3036062,103.8412803,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,2.4588971,0.61798928,0.795910678,0.655647734,0.247585864,3.39611129,0.974362155,0.678650212,1.165344065,0.394686249,0.451602567,0.559554289,0.160316591,0.535022774,3.680962804,0.977502836,2.41950093,1.427455867,0.24224577,0.531098964,0.322115862,3.20817358,1820000,89.2
"1282","ILLUMINAIRE ON DEVONSHIRE",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,5,6,19,3,2,1.298982,103.837025,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,2.316577727,0.278004869,1.24857145,1.199524647,0.450625997,3.209544268,0.982068708,0.701711142,0.920947486,0.341733473,0.248448817,0.719207914,0.139633486,0.569892449,2.999873265,1.300462846,2.851813648,1.705395455,0.183137792,0.183137792,0.185721875,2.884514005,1366666.66666667,56.3333333333333
"1283","LEONIE SUITES",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,4.75,5.75,35,8,1,1.2986567,103.8315876,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,2.749010337,0.085736861,1.000422999,0.902004536,0.538907128,3.586374768,0.701934582,0.827555622,0.358435729,0.929011791,0.493739078,0.746331669,0.657315489,0.743190542,2.727327877,1.343544873,2.916804347,2.302844512,0.540662719,0.521402965,0.140488817,2.427477382,1682222,87.5
"1284","LLOYD COURT",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,1,5,45,0,2,1.297426,103.839597,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,1.995610882,0.083764701,1.310362372,1.026381151,0.458870156,2.900376417,1.02080409,0.971466987,1.172322228,0.32990779,0.352486272,0.514198757,0.379081986,0.537338554,3.003982824,1.027419934,3.053078396,1.40423029,0.348635599,0.100746802,0.163999906,3.007617871,2e+06,134
"1285","LLOYD SIXTYFIVE",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,9,7,12,0,2,1.2974999,103.8391715,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,2.033298248,0.075722086,1.280520834,1.060779794,0.47145711,2.934649154,1.031808568,0.942070589,1.125802962,0.327709233,0.333892584,0.555040721,0.366895442,0.512430319,2.983862988,1.072967932,3.038333293,1.451916679,0.337518482,0.052694941,0.172271946,2.973309277,3800034,158
"1286","LUMA",2014,"Apartment","Central Region","Orchard ",0,0,0,0,0,0,0,0,4,6,13,3,2,1.2964739,103.8342364,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,2.368087806,0.400237901,0.849714552,0.860820058,0.404891411,3.206393221,0.570187956,0.96334043,0.572449103,0.752503534,0.211687035,0.411017996,0.536013155,0.365747647,2.610701053,1.150525483,3.128817734,1.999871332,0.40397463,0.365348833,0.122909914,2.467858261,1330000,69
